title,author,isbn_13,format_code,location_code,notes,cover_url
Partners in Crime,Agatha Christie,9780007111503.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780007111503-L.jpg
Peril at End House,Agatha Christie,9781014285973.0,PB,F2-B04-S09,,https://covers.openlibrary.org/b/isbn/9781014285973-L.jpg
Peril at End House,Agatha Christie,9781014285973.0,LP,F1-B20-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781014285973-L.jpg
Peril at End House,Agatha Christie,9781014285973.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781014285973-L.jpg
Peril at End House,Agatha Christie,9781014285973.0,PB,F2-B04-S09,,https://covers.openlibrary.org/b/isbn/9781014285973-L.jpg
Peril at End House,Agatha Christie,9781014285973.0,PB,F2-B04-S09,,https://covers.openlibrary.org/b/isbn/9781014285973-L.jpg
Poirot investigates,Agatha Christie,9798737533328.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798737533328-L.jpg
Poirot investigates,Agatha Christie,9798737533328.0,ACD,F0-B01-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798737533328-L.jpg
Poirot investigates,Agatha Christie,9798737533328.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798737533328-L.jpg
Poirot investigates,Agatha Christie,9798737533328.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798737533328-L.jpg
Poirot investigates,Agatha Christie,9798737533328.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798737533328-L.jpg
Poirot's Early Cases,Agatha Christie,9780060790226.0,PB,F1-B28-S02,,https://covers.openlibrary.org/b/isbn/9780060790226-L.jpg
Poirot's Early Cases,Agatha Christie,9780060790226.0,LP,F1-B25-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9780060790226-L.jpg
Postern of Fate,Agatha Christie,9780062006691.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780062006691-L.jpg
Postern of Fate,Agatha Christie,9780062006691.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780062006691-L.jpg
Postern of Fate,Agatha Christie,9780062006691.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780062006691-L.jpg
Postern of Fate,Agatha Christie,9780062006691.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780062006691-L.jpg
Psychopathia sexualis,Richard von Krafft-Ebing,9780341964117.0,PB,F1-B05-S03,,https://covers.openlibrary.org/b/isbn/9780341964117-L.jpg
Psychopathia sexualis,Richard von Krafft-Ebing,9780341964117.0,ACD,F1-B20-S02,Audiobook (CD); Donated copy,https://covers.openlibrary.org/b/isbn/9780341964117-L.jpg
Roses Are Red,James Patterson,9780755381241.0,PB,F1-B03-S01,,https://covers.openlibrary.org/b/isbn/9780755381241-L.jpg
Roses Are Red,James Patterson,9780755381241.0,PB,F1-B03-S01,,https://covers.openlibrary.org/b/isbn/9780755381241-L.jpg
Roses Are Red,James Patterson,9780755381241.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780755381241-L.jpg
Roses Are Red,James Patterson,9780755381241.0,PB,F1-B03-S01,,https://covers.openlibrary.org/b/isbn/9780755381241-L.jpg
Sad Cypress,Agatha Christie,9780854566907.0,PB,F1-B09-S02,,https://covers.openlibrary.org/b/isbn/9780854566907-L.jpg
Sad Cypress,Agatha Christie,9780854566907.0,ACD,F0-B24-S09,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780854566907-L.jpg
Sanctuary,William Faulkner,9788402086556.0,PB,F2-B13-S04,,https://covers.openlibrary.org/b/isbn/9788402086556-L.jpg
Sanctuary,William Faulkner,9788402086556.0,LP,F1-B07-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9788402086556-L.jpg
Sanctuary,William Faulkner,9788402086556.0,ACD,F0-B25-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9788402086556-L.jpg
Sanctuary,William Faulkner,9788402086556.0,PB,F2-B13-S04,,https://covers.openlibrary.org/b/isbn/9788402086556-L.jpg
Sharp Objects,Gillian Flynn,9780307341549.0,PB,F1-B03-S07,,https://covers.openlibrary.org/b/isbn/9780307341549-L.jpg
Sharp Objects,Gillian Flynn,9780307341549.0,PB,F1-B03-S07,,https://covers.openlibrary.org/b/isbn/9780307341549-L.jpg
Sharp Objects,Gillian Flynn,9780307341549.0,LP,F1-B19-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9780307341549-L.jpg
Sharp Objects,Gillian Flynn,9780307341549.0,PB,F1-B03-S07,,https://covers.openlibrary.org/b/isbn/9780307341549-L.jpg
Sharp Objects,Gillian Flynn,9780307341549.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780307341549-L.jpg
Split Second,David Baldacci,9781405033725.0,PB,F2-B04-S10,,https://covers.openlibrary.org/b/isbn/9781405033725-L.jpg
Split Second,David Baldacci,9781405033725.0,PB,F2-B04-S10,,https://covers.openlibrary.org/b/isbn/9781405033725-L.jpg
Split Second,David Baldacci,9781405033725.0,PB,F2-B04-S10,,https://covers.openlibrary.org/b/isbn/9781405033725-L.jpg
Split Second,David Baldacci,9781405033725.0,PB,F2-B04-S10,,https://covers.openlibrary.org/b/isbn/9781405033725-L.jpg
Split Second,David Baldacci,9781405033725.0,ACD,F0-B25-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781405033725-L.jpg
Still Life (A Three Pines Mystery),Louise Penny,9781429967235.0,PB,F2-B11-S09,,https://covers.openlibrary.org/b/isbn/9781429967235-L.jpg
Still Life (A Three Pines Mystery),Louise Penny,9781429967235.0,PB,F2-B11-S09,,https://covers.openlibrary.org/b/isbn/9781429967235-L.jpg
Still Life (A Three Pines Mystery),Louise Penny,9781429967235.0,PB,F2-B11-S09,,https://covers.openlibrary.org/b/isbn/9781429967235-L.jpg
Still Life (A Three Pines Mystery),Louise Penny,9781429967235.0,PB,F2-B11-S09,,https://covers.openlibrary.org/b/isbn/9781429967235-L.jpg
Still Life (A Three Pines Mystery),Louise Penny,9781429967235.0,ACD,F1-B10-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781429967235-L.jpg
Storm Front,Jim Butcher,9781429583886.0,PB,F2-B06-S10,,https://covers.openlibrary.org/b/isbn/9781429583886-L.jpg
Storm Front,Jim Butcher,9781429583886.0,PB,F2-B06-S10,,https://covers.openlibrary.org/b/isbn/9781429583886-L.jpg
Storm Front,Jim Butcher,9781429583886.0,PB,F2-B06-S10,,https://covers.openlibrary.org/b/isbn/9781429583886-L.jpg
Storm Front,Jim Butcher,9781429583886.0,PB,F2-B06-S10,,https://covers.openlibrary.org/b/isbn/9781429583886-L.jpg
Storm Front,Jim Butcher,9781429583886.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781429583886-L.jpg
Strangers On a Train,Patricia Highsmith,9780582418127.0,PB,F2-B20-S04,,https://covers.openlibrary.org/b/isbn/9780582418127-L.jpg
Strangers On a Train,Patricia Highsmith,9780582418127.0,PB,F2-B20-S04,,https://covers.openlibrary.org/b/isbn/9780582418127-L.jpg
Strangers On a Train,Patricia Highsmith,9780582418127.0,PB,F2-B20-S04,,https://covers.openlibrary.org/b/isbn/9780582418127-L.jpg
Strangers On a Train,Patricia Highsmith,9780582418127.0,ACD,F1-B08-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780582418127-L.jpg
Study Guide,SuperSummary,9798404017427.0,PB,F2-B22-S09,,https://covers.openlibrary.org/b/isbn/9798404017427-L.jpg
Study Guide,SuperSummary,9798404017427.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9798404017427-L.jpg
Taken at the Flood,Agatha Christie,9780563530404.0,PB,F1-B08-S09,,https://covers.openlibrary.org/b/isbn/9780563530404-L.jpg
Taken at the Flood,Agatha Christie,9780563530404.0,PB,F1-B08-S09,,https://covers.openlibrary.org/b/isbn/9780563530404-L.jpg
Taken at the Flood,Agatha Christie,9780563530404.0,PB,F1-B08-S09,,https://covers.openlibrary.org/b/isbn/9780563530404-L.jpg
Taken at the Flood,Agatha Christie,9780563530404.0,LP,F1-B05-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9780563530404-L.jpg
Taken at the Flood,Agatha Christie,9780563530404.0,PB,F1-B08-S09,,https://covers.openlibrary.org/b/isbn/9780563530404-L.jpg
Taking charge of adult ADHD,Russell Barkley,9781462547531.0,PB,F2-B14-S08,,https://covers.openlibrary.org/b/isbn/9781462547531-L.jpg
Taking charge of adult ADHD,Russell Barkley,9781462547531.0,LP,F1-B26-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9781462547531-L.jpg
Taking charge of adult ADHD,Russell Barkley,9781462547531.0,LP,F1-B26-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9781462547531-L.jpg
Taking charge of adult ADHD,Russell Barkley,9781462547531.0,LP,F1-B26-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9781462547531-L.jpg
Tattoo Coloring Book for Adult,Dream Paris,9798562456830.0,PB,F2-B06-S05,,https://covers.openlibrary.org/b/isbn/9798562456830-L.jpg
Tattoo Coloring Book for Adult,Dream Paris,9798562456830.0,ACD,F0-B02-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798562456830-L.jpg
Tattoo Coloring Book for Adults,Jenny Olsen,9798556546882.0,PB,F2-B20-S09,,https://covers.openlibrary.org/b/isbn/9798556546882-L.jpg
Tattoo Coloring Book for Adults,Jenny Olsen,9798556546882.0,PB,F2-B20-S09,,https://covers.openlibrary.org/b/isbn/9798556546882-L.jpg
Tattoo Coloring Book for Adults,Jenny Olsen,9798556546882.0,ACD,F0-B10-S10,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798556546882-L.jpg
Tattoo Coloring Book for Adults,Jenny Olsen,9798556546882.0,PB,F2-B20-S09,,https://covers.openlibrary.org/b/isbn/9798556546882-L.jpg
The black arrow,Robert Louis Stevenson,9780684188973.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9780684188973-L.jpg
The black arrow,Robert Louis Stevenson,9780684188973.0,LP,F1-B06-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9780684188973-L.jpg
The black arrow,Robert Louis Stevenson,9780684188973.0,LP,F1-B06-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9780684188973-L.jpg
The black arrow,Robert Louis Stevenson,9780684188973.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9780684188973-L.jpg
The 57 Bus,Dashka Slater,9781432849269.0,PB,F1-B05-S06,,https://covers.openlibrary.org/b/isbn/9781432849269-L.jpg
The 57 Bus,Dashka Slater,9781432849269.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781432849269-L.jpg
The 57 Bus,Dashka Slater,9781432849269.0,PB,F1-B05-S06,,https://covers.openlibrary.org/b/isbn/9781432849269-L.jpg
The 57 Bus,Dashka Slater,9781432849269.0,PB,F1-B05-S06,,https://covers.openlibrary.org/b/isbn/9781432849269-L.jpg
The 6th Target,James Patterson,9780755349319.0,PB,F2-B22-S04,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9780755349319-L.jpg
The 6th Target,James Patterson,9780755349319.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9780755349319-L.jpg
The Adventure of the Christmas Pudding,Agatha Christie,9789997508928.0,PB,F1-B10-S06,,https://covers.openlibrary.org/b/isbn/9789997508928-L.jpg
The Adventure of the Christmas Pudding,Agatha Christie,9789997508928.0,ACD,F0-B18-S04,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9789997508928-L.jpg
The Adventure of the Christmas Pudding,Agatha Christie,9789997508928.0,PB,F1-B10-S06,,https://covers.openlibrary.org/b/isbn/9789997508928-L.jpg
The Adventure of the Christmas Pudding,Agatha Christie,9789997508928.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9789997508928-L.jpg
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963.0,PB,F1-B02-S05,,https://covers.openlibrary.org/b/isbn/9781077870963-L.jpg
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963.0,LP,F1-B14-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781077870963-L.jpg
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781077870963-L.jpg
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963.0,PB,F1-B02-S05,,https://covers.openlibrary.org/b/isbn/9781077870963-L.jpg
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963.0,ACD,F0-B14-S10,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781077870963-L.jpg
The Alhambra,Washington Irving,9781530411870.0,PB,F1-B22-S09,,https://covers.openlibrary.org/b/isbn/9781530411870-L.jpg
The Alhambra,Washington Irving,9781530411870.0,PB,F1-B22-S09,,https://covers.openlibrary.org/b/isbn/9781530411870-L.jpg
The Alhambra,Washington Irving,9781530411870.0,PB,F1-B22-S09,,https://covers.openlibrary.org/b/isbn/9781530411870-L.jpg
The Alhambra,Washington Irving,9781530411870.0,ACD,F1-B02-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781530411870-L.jpg
The Amateur Cracksman,E. W. Hornung,9798831180756.0,PB,F2-B06-S08,,https://covers.openlibrary.org/b/isbn/9798831180756-L.jpg
The Amateur Cracksman,E. W. Hornung,9798831180756.0,ACD,F0-B06-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798831180756-L.jpg
The Amateur Cracksman,E. W. Hornung,9798831180756.0,PB,F2-B06-S08,,https://covers.openlibrary.org/b/isbn/9798831180756-L.jpg
The Amateur Cracksman,E. W. Hornung,9798831180756.0,PB,F2-B06-S08,,https://covers.openlibrary.org/b/isbn/9798831180756-L.jpg
The Angel Experiment,James Patterson,9780786282920.0,PB,F2-B19-S07,,https://covers.openlibrary.org/b/isbn/9780786282920-L.jpg
The Angel Experiment,James Patterson,9780786282920.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780786282920-L.jpg
The Angel Experiment,James Patterson,9780786282920.0,LP,F1-B15-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9780786282920-L.jpg
The Angel Experiment,James Patterson,9780786282920.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780786282920-L.jpg
The Angel Experiment,James Patterson,9780786282920.0,ACD,F0-B15-S09,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780786282920-L.jpg
The Angel of Terror,Edgar Wallace,9798740631233.0,PB,F1-B12-S04,,https://covers.openlibrary.org/b/isbn/9798740631233-L.jpg
The Angel of Terror,Edgar Wallace,9798740631233.0,LP,F1-B22-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9798740631233-L.jpg
The Appeal,John Grisham,9788499088082.0,PB,F1-B25-S04,,https://covers.openlibrary.org/b/isbn/9788499088082-L.jpg
The Appeal,John Grisham,9788499088082.0,PB,F1-B25-S04,,https://covers.openlibrary.org/b/isbn/9788499088082-L.jpg
The Appeal,John Grisham,9788499088082.0,PB,F1-B25-S04,,https://covers.openlibrary.org/b/isbn/9788499088082-L.jpg
The Appeal,John Grisham,9788499088082.0,LP,F1-B08-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9788499088082-L.jpg
The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,9780808565086.0,PB,F2-B28-S02,,https://covers.openlibrary.org/b/isbn/9780808565086-L.jpg
The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,9780808565086.0,ADIG,,Audiobook (digital); Donated copy,https://covers.openlibrary.org/b/isbn/9780808565086-L.jpg
The Bad Place,Dean Koontz,9780425245194.0,PB,F2-B11-S04,Replacement case,https://covers.openlibrary.org/b/isbn/9780425245194-L.jpg
The Bad Place,Dean Koontz,9780425245194.0,PB,F2-B11-S04,Replacement case,https://covers.openlibrary.org/b/isbn/9780425245194-L.jpg
The Bad Place,Dean Koontz,9780425245194.0,ADIG,,Replacement case; Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780425245194-L.jpg
The Bad Place,Dean Koontz,9780425245194.0,PB,F2-B11-S04,Replacement case,https://covers.openlibrary.org/b/isbn/9780425245194-L.jpg
The Bad Place,Dean Koontz,9780425245194.0,ACD,F1-B17-S02,Replacement case; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780425245194-L.jpg
The beach house,James Patterson,9780759573932.0,PB,F2-B16-S09,,https://covers.openlibrary.org/b/isbn/9780759573932-L.jpg
The beach house,James Patterson,9780759573932.0,PB,F2-B16-S09,,https://covers.openlibrary.org/b/isbn/9780759573932-L.jpg
The beach house,James Patterson,9780759573932.0,LP,F1-B15-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9780759573932-L.jpg
The beach house,James Patterson,9780759573932.0,PB,F2-B16-S09,,https://covers.openlibrary.org/b/isbn/9780759573932-L.jpg
The beach house,James Patterson,9780759573932.0,PB,F2-B16-S09,,https://covers.openlibrary.org/b/isbn/9780759573932-L.jpg
The BFG,Roald Dahl,9788573261295.0,PB,F1-B03-S08,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788573261295-L.jpg
The BFG,Roald Dahl,9788573261295.0,PB,F1-B03-S08,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788573261295-L.jpg
The BFG,Roald Dahl,9788573261295.0,ADIG,,Slightly damaged cover; Audiobook (digital),https://covers.openlibrary.org/b/isbn/9788573261295-L.jpg
The BFG,Roald Dahl,9788573261295.0,PB,F1-B03-S08,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9788573261295-L.jpg
The Big Bad Wolf,James Patterson,9782744199318.0,PB,F2-B28-S09,,https://covers.openlibrary.org/b/isbn/9782744199318-L.jpg
The Big Bad Wolf,James Patterson,9782744199318.0,LP,F1-B03-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9782744199318-L.jpg
The Big Bow Mystery,Israel Zangwill,9798622033018.0,PB,F2-B06-S02,,https://covers.openlibrary.org/b/isbn/9798622033018-L.jpg
The Big Bow Mystery,Israel Zangwill,9798622033018.0,PB,F2-B06-S02,,https://covers.openlibrary.org/b/isbn/9798622033018-L.jpg
The Big Bow Mystery,Israel Zangwill,9798622033018.0,ACD,F0-B02-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798622033018-L.jpg
The Big Bow Mystery,Israel Zangwill,9798622033018.0,PB,F2-B06-S02,,https://covers.openlibrary.org/b/isbn/9798622033018-L.jpg
The Big Four,Agatha Christie,9780553350418.0,PB,F1-B08-S03,,https://covers.openlibrary.org/b/isbn/9780553350418-L.jpg
The Big Four,Agatha Christie,9780553350418.0,PB,F1-B08-S03,,https://covers.openlibrary.org/b/isbn/9780553350418-L.jpg
The Big Four,Agatha Christie,9780553350418.0,PB,F1-B08-S03,,https://covers.openlibrary.org/b/isbn/9780553350418-L.jpg
The Big Four,Agatha Christie,9780553350418.0,PB,F1-B08-S03,,https://covers.openlibrary.org/b/isbn/9780553350418-L.jpg
The Big Four,Agatha Christie,9780553350418.0,PB,F1-B08-S03,,https://covers.openlibrary.org/b/isbn/9780553350418-L.jpg
The Big Sleep,Raymond Chandler,9787501426195.0,PB,F2-B26-S03,,https://covers.openlibrary.org/b/isbn/9787501426195-L.jpg
The Big Sleep,Raymond Chandler,9787501426195.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9787501426195-L.jpg
The Black Dahlia,James Ellroy,9780099498537.0,PB,F2-B19-S04,,https://covers.openlibrary.org/b/isbn/9780099498537-L.jpg
The Black Dahlia,James Ellroy,9780099498537.0,EBK,,eBook edition; Staff pick,https://covers.openlibrary.org/b/isbn/9780099498537-L.jpg
The blue castle,Lucy Maud Montgomery,9781402289361.0,PB,F2-B21-S06,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781402289361-L.jpg
The blue castle,Lucy Maud Montgomery,9781402289361.0,PB,F2-B21-S06,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781402289361-L.jpg
The blue castle,Lucy Maud Montgomery,9781402289361.0,PB,F2-B21-S06,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781402289361-L.jpg
The blue castle,Lucy Maud Montgomery,9781402289361.0,PB,F2-B21-S06,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781402289361-L.jpg
The Body in the Library,Agatha Christie,9780008589110.0,PB,F2-B22-S07,,https://covers.openlibrary.org/b/isbn/9780008589110-L.jpg
The Body in the Library,Agatha Christie,9780008589110.0,ACD,F0-B15-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780008589110-L.jpg
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888.0,PB,F1-B23-S08,,https://covers.openlibrary.org/b/isbn/9781844568888-L.jpg
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781844568888-L.jpg
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888.0,LP,F1-B03-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781844568888-L.jpg
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888.0,PB,F1-B23-S08,,https://covers.openlibrary.org/b/isbn/9781844568888-L.jpg
The Book of Dragons,Edith Nesbit,9781084185296.0,PB,F2-B08-S04,,https://covers.openlibrary.org/b/isbn/9781084185296-L.jpg
The Book of Dragons,Edith Nesbit,9781084185296.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781084185296-L.jpg
The Book of Dragons,Edith Nesbit,9781084185296.0,PB,F2-B08-S04,,https://covers.openlibrary.org/b/isbn/9781084185296-L.jpg
The Book of Dragons,Edith Nesbit,9781084185296.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781084185296-L.jpg
The Camel Club,David Baldacci,9788466626774.0,PB,F2-B01-S10,,https://covers.openlibrary.org/b/isbn/9788466626774-L.jpg
The Camel Club,David Baldacci,9788466626774.0,PB,F2-B01-S10,,https://covers.openlibrary.org/b/isbn/9788466626774-L.jpg
The Camel Club,David Baldacci,9788466626774.0,PB,F2-B01-S10,,https://covers.openlibrary.org/b/isbn/9788466626774-L.jpg
The Camel Club,David Baldacci,9788466626774.0,PB,F2-B01-S10,,https://covers.openlibrary.org/b/isbn/9788466626774-L.jpg
The Canterville Ghost,Oscar Wilde,9798586945372.0,PB,F2-B27-S09,,https://covers.openlibrary.org/b/isbn/9798586945372-L.jpg
The Canterville Ghost,Oscar Wilde,9798586945372.0,ADIG,,Audiobook (digital); Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9798586945372-L.jpg
The Cask of Amontillado,Edgar Allan Poe,9781520601120.0,PB,F1-B09-S08,,https://covers.openlibrary.org/b/isbn/9781520601120-L.jpg
The Cask of Amontillado,Edgar Allan Poe,9781520601120.0,LP,F1-B27-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781520601120-L.jpg
The Circular Staircase,Mary Roberts Rinehart,9781521123928.0,PB,F1-B22-S07,,https://covers.openlibrary.org/b/isbn/9781521123928-L.jpg
The Circular Staircase,Mary Roberts Rinehart,9781521123928.0,PB,F1-B22-S07,,https://covers.openlibrary.org/b/isbn/9781521123928-L.jpg
The Circular Staircase,Mary Roberts Rinehart,9781521123928.0,PB,F1-B22-S07,,https://covers.openlibrary.org/b/isbn/9781521123928-L.jpg
The Circular Staircase,Mary Roberts Rinehart,9781521123928.0,PB,F1-B22-S07,,https://covers.openlibrary.org/b/isbn/9781521123928-L.jpg
The Circular Staircase,Mary Roberts Rinehart,9781521123928.0,ACD,F0-B14-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781521123928-L.jpg
The City & The City,China Miéville,9780330493109.0,PB,F1-B09-S03,,https://covers.openlibrary.org/b/isbn/9780330493109-L.jpg
The City & The City,China Miéville,9780330493109.0,PB,F1-B09-S03,,https://covers.openlibrary.org/b/isbn/9780330493109-L.jpg
The City & The City,China Miéville,9780330493109.0,PB,F1-B09-S03,,https://covers.openlibrary.org/b/isbn/9780330493109-L.jpg
The City & The City,China Miéville,9780330493109.0,ACD,F0-B24-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780330493109-L.jpg
The City & The City,China Miéville,9780330493109.0,PB,F1-B09-S03,,https://covers.openlibrary.org/b/isbn/9780330493109-L.jpg
The Client,John Grisham,9780385424714.0,PB,F1-B07-S03,,https://covers.openlibrary.org/b/isbn/9780385424714-L.jpg
The Client,John Grisham,9780385424714.0,LP,F1-B09-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9780385424714-L.jpg
The Client,John Grisham,9780385424714.0,PB,F1-B07-S03,,https://covers.openlibrary.org/b/isbn/9780385424714-L.jpg
The Client,John Grisham,9780385424714.0,PB,F1-B07-S03,,https://covers.openlibrary.org/b/isbn/9780385424714-L.jpg
The Clocks,Agatha Christie,9780745168142.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780745168142-L.jpg
The Clocks,Agatha Christie,9780745168142.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780745168142-L.jpg
The Clocks,Agatha Christie,9780745168142.0,LP,F1-B03-S09,Large print edition,https://covers.openlibrary.org/b/isbn/9780745168142-L.jpg
The Clocks,Agatha Christie,9780745168142.0,PB,F1-B19-S04,,https://covers.openlibrary.org/b/isbn/9780745168142-L.jpg
The Clocks,Agatha Christie,9780745168142.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780745168142-L.jpg
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508.0,PB,F2-B22-S02,,https://covers.openlibrary.org/b/isbn/9783734013508-L.jpg
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508.0,PB,F2-B22-S02,,https://covers.openlibrary.org/b/isbn/9783734013508-L.jpg
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508.0,PB,F2-B22-S02,,https://covers.openlibrary.org/b/isbn/9783734013508-L.jpg
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508.0,LP,F1-B08-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9783734013508-L.jpg
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508.0,LP,F1-B08-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9783734013508-L.jpg
The Clue of the Twisted Candle,Edgar Wallace,9781481984041.0,PB,F1-B13-S06,,https://covers.openlibrary.org/b/isbn/9781481984041-L.jpg
The Clue of the Twisted Candle,Edgar Wallace,9781481984041.0,ACD,F1-B15-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781481984041-L.jpg
The Clue of the Twisted Candle,Edgar Wallace,9781481984041.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781481984041-L.jpg
The Clue of the Twisted Candle,Edgar Wallace,9781481984041.0,ACD,F1-B15-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781481984041-L.jpg
The Clue of the Twisted Candle,Edgar Wallace,9781481984041.0,LP,F1-B20-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9781481984041-L.jpg
The Collector,John Fowles,9780316230209.0,PB,F1-B24-S06,,https://covers.openlibrary.org/b/isbn/9780316230209-L.jpg
The Collector,John Fowles,9780316230209.0,ACD,F0-B02-S10,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780316230209-L.jpg
